j0; j1; j2; j3; j4; cos(j0); cos(j1); cos(j2); cos(j3); cos(j4); sin(j0); sin(j1); sin(j2); sin(j3); sin(j4); ee_x; ee_y; ee_z; ee_qw; ee_qx; ee_qy; ee_qz
-0.985;  1.527;  1.463; -0.211;  0.857;  0.553;  0.043;  0.108;  0.978;  0.655; -0.833;  0.999;  0.994; -0.209;  0.756;  0.032; -0.213; -0.150; -0.049;  0.489;  0.753; -0.438
-0.830;  1.549;  1.475; -0.154;  0.678;  0.675;  0.022;  0.096;  0.988;  0.779; -0.738;  1.000;  0.995; -0.153;  0.628;  0.065; -0.183; -0.173; -0.016;  0.418;  0.837; -0.353
-0.681;  1.605;  1.487; -0.067;  0.519;  0.777; -0.035;  0.083;  0.998;  0.868; -0.630;  0.999;  0.997; -0.067;  0.496;  0.071; -0.134; -0.197; -0.034;  0.336;  0.905; -0.260
-0.522;  1.603;  1.510;  0.031;  0.351;  0.867; -0.032;  0.061;  1.000;  0.939; -0.499;  0.999;  0.998;  0.031;  0.344;  0.077; -0.092; -0.206; -0.046;  0.254;  0.951; -0.169
-0.375;  1.590;  1.570;  0.158;  0.139;  0.930; -0.019;  0.000;  0.988;  0.990; -0.367;  1.000;  1.000;  0.158;  0.138;  0.056; -0.040; -0.207; -0.100;  0.179;  0.977; -0.051
-0.272;  1.581;  1.614;  0.314; -0.119;  0.963; -0.010; -0.043;  0.951;  0.993; -0.268;  1.000;  0.999;  0.309; -0.119;  0.022;  0.009; -0.194; -0.174;  0.144;  0.971;  0.083
-0.153;  1.576;  1.604;  0.425; -0.382;  0.988; -0.006; -0.033;  0.911;  0.928; -0.153;  1.000;  0.999;  0.412; -0.373;  0.011;  0.044; -0.178; -0.211;  0.117;  0.949;  0.201
 0.005;  1.549;  1.570;  0.532; -0.609;  1.000;  0.022;  0.000;  0.862;  0.820;  0.005;  1.000;  1.000;  0.508; -0.572;  0.008;  0.069; -0.159; -0.242;  0.073;  0.923;  0.290
 0.188;  1.505;  1.534;  0.692; -0.793;  0.982;  0.065;  0.036;  0.770;  0.702;  0.187;  0.998;  0.999;  0.638; -0.712; -0.006;  0.086; -0.133; -0.302;  0.029;  0.889;  0.343
 0.352;  1.506;  1.506;  0.894; -0.956;  0.939;  0.064;  0.065;  0.626;  0.577;  0.345;  0.998;  0.998;  0.780; -0.817; -0.037;  0.091; -0.100; -0.401;  0.025;  0.841;  0.362
 0.480;  1.561;  1.498;  1.099; -1.111;  0.887;  0.010;  0.073;  0.454;  0.444;  0.462;  1.000;  0.997;  0.891; -0.896; -0.071;  0.084; -0.062; -0.511;  0.073;  0.782;  0.349
 0.600;  1.593;  1.490;  1.273; -1.258;  0.825; -0.023;  0.081;  0.294;  0.308;  0.565;  1.000;  0.997;  0.956; -0.952; -0.086;  0.079; -0.030; -0.584;  0.125;  0.733;  0.325
 0.717;  1.588;  1.439;  1.457; -1.429;  0.754; -0.018;  0.131;  0.113;  0.141;  0.657;  1.000;  0.991;  0.994; -0.990; -0.083;  0.086; -0.006; -0.620;  0.174;  0.697;  0.315
 0.811;  1.580;  1.375;  1.641; -1.596;  0.689; -0.009;  0.195; -0.070; -0.026;  0.725;  1.000;  0.981;  0.998; -1.000; -0.073;  0.097;  0.009; -0.633;  0.221;  0.670;  0.319
 0.898;  1.540;  1.311;  1.651; -1.633;  0.623;  0.031;  0.257; -0.080; -0.062;  0.782;  1.000;  0.966;  0.997; -0.998; -0.071;  0.103;  0.011; -0.634;  0.184;  0.678;  0.323
 1.000;  1.480;  1.238;  1.622; -1.613;  0.540;  0.090;  0.327; -0.051; -0.043;  0.842;  0.996;  0.945;  0.999; -0.999; -0.073;  0.109;  0.005; -0.628;  0.084;  0.697;  0.336
 1.123;  1.412;  1.173;  1.569; -1.594;  0.433;  0.158;  0.388;  0.002; -0.024;  0.901;  0.987;  0.922;  1.000; -1.000; -0.077;  0.117; -0.000; -0.620; -0.032;  0.702;  0.349
 1.294;  1.283;  1.110;  1.456; -1.546;  0.273;  0.284;  0.445;  0.114;  0.024;  0.962;  0.959;  0.896;  0.993; -1.000; -0.087;  0.133; -0.004; -0.593; -0.211;  0.682;  0.373
 1.495;  1.080;  1.019;  1.292; -1.429;  0.076;  0.472;  0.524;  0.275;  0.142;  0.997;  0.882;  0.852;  0.961; -0.990; -0.106;  0.168;  0.004; -0.511; -0.450;  0.605;  0.413
 1.628;  0.843;  0.882;  1.148; -1.254; -0.057;  0.666;  0.635;  0.411;  0.311;  0.998;  0.746;  0.772;  0.912; -0.950; -0.128;  0.224;  0.044; -0.350; -0.639;  0.492;  0.477
 1.624;  0.584;  0.745;  1.061; -1.082; -0.053;  0.834;  0.735;  0.488;  0.470;  0.999;  0.551;  0.678;  0.873; -0.883; -0.121;  0.279;  0.128; -0.131; -0.709;  0.411;  0.558
 1.598;  0.274;  0.618;  1.015; -0.934; -0.027;  0.963;  0.815;  0.528;  0.595;  1.000;  0.270;  0.579;  0.849; -0.804; -0.104;  0.289;  0.249;  0.098; -0.703;  0.321;  0.627
 1.554; -0.078;  0.449;  1.002; -0.799;  0.016;  0.997;  0.901;  0.539;  0.698;  1.000; -0.078;  0.434;  0.843; -0.717; -0.082;  0.228;  0.386;  0.335; -0.624;  0.205;  0.675
 1.485; -0.453;  0.234;  1.005; -0.698;  0.086;  0.899;  0.973;  0.536;  0.766;  0.996; -0.438;  0.232;  0.844; -0.642; -0.070;  0.081;  0.488;  0.551; -0.476;  0.052;  0.683
 1.436; -0.851; -0.031;  1.007; -0.622;  0.134;  0.659;  1.000;  0.534;  0.813;  0.991; -0.752; -0.031;  0.845; -0.583; -0.088; -0.130;  0.488;  0.703; -0.269; -0.156;  0.640
 1.399; -1.234; -0.344;  0.991; -0.574;  0.171;  0.331;  0.941;  0.548;  0.840;  0.985; -0.944; -0.337;  0.837; -0.543; -0.121; -0.317;  0.350;  0.755; -0.029; -0.387;  0.528
 1.320; -1.583; -0.673;  0.991; -0.581;  0.249; -0.012;  0.782;  0.548;  0.836;  0.969; -1.000; -0.623;  0.836; -0.549; -0.163; -0.372;  0.129;  0.714;  0.165; -0.589;  0.340
 1.240; -1.684; -0.981;  1.031; -0.606;  0.325; -0.113;  0.556;  0.514;  0.822;  0.946; -0.994; -0.831;  0.858; -0.569; -0.186; -0.330;  0.009;  0.657;  0.240; -0.686;  0.201
 1.173; -1.652; -1.249;  1.110; -0.585;  0.387; -0.081;  0.316;  0.444;  0.834;  0.922; -0.997; -0.949;  0.896; -0.552; -0.195; -0.293; -0.028;  0.623;  0.264; -0.722;  0.144
 1.102; -1.573; -1.525;  1.228; -0.509;  0.452; -0.003;  0.046;  0.336;  0.873;  0.892; -1.000; -0.999;  0.942; -0.487; -0.199; -0.263; -0.040;  0.596;  0.280; -0.742;  0.128
 1.070; -1.483; -1.669;  1.339; -0.417;  0.481;  0.088; -0.098;  0.230;  0.914;  0.877; -0.996; -0.995;  0.973; -0.405; -0.199; -0.262; -0.021;  0.600;  0.284; -0.729;  0.166
 1.087; -1.448; -1.649;  1.441; -0.342;  0.465;  0.123; -0.078;  0.129;  0.942;  0.885; -0.992; -0.997;  0.992; -0.336; -0.194; -0.283;  0.019;  0.635;  0.277; -0.681;  0.237
 1.090; -1.440; -1.602;  1.515; -0.245;  0.463;  0.131; -0.031;  0.056;  0.970;  0.886; -0.991; -1.000;  0.998; -0.243; -0.188; -0.298;  0.050;  0.657;  0.280; -0.633;  0.299
 1.060; -1.468; -1.532;  1.543; -0.124;  0.489;  0.103;  0.039;  0.027;  0.992;  0.872; -0.995; -0.999;  1.000; -0.123; -0.188; -0.305;  0.064;  0.663;  0.296; -0.597;  0.341
 1.046; -1.495; -1.464;  1.579;  0.011;  0.501;  0.076;  0.107; -0.008;  1.000;  0.865; -0.997; -0.994;  1.000;  0.011; -0.180; -0.313;  0.078;  0.664;  0.323; -0.552;  0.387
 1.036; -1.498; -1.406;  1.587;  0.129;  0.510;  0.073;  0.164; -0.016;  0.992;  0.860; -0.997; -0.986;  1.000;  0.129; -0.171; -0.319;  0.095;  0.666;  0.346; -0.505;  0.425
 1.019; -1.503; -1.329;  1.563;  0.211;  0.524;  0.068;  0.240;  0.007;  0.978;  0.852; -0.998; -0.971;  1.000;  0.209; -0.170; -0.324;  0.107;  0.669;  0.361; -0.473;  0.445
 1.023; -1.475; -1.263;  1.522;  0.322;  0.521;  0.095;  0.303;  0.049;  0.948;  0.854; -0.995; -0.953;  0.999;  0.317; -0.159; -0.333;  0.124;  0.661;  0.391; -0.427;  0.477
 1.053; -1.439; -1.244;  1.473;  0.459;  0.495;  0.131;  0.321;  0.097;  0.896;  0.869; -0.991; -0.947;  0.995;  0.443; -0.135; -0.344;  0.129;  0.627;  0.440; -0.385;  0.514
 1.079; -1.376; -1.235;  1.422;  0.630;  0.472;  0.193;  0.329;  0.148;  0.808;  0.882; -0.981; -0.944;  0.989;  0.589; -0.108; -0.351;  0.140;  0.586;  0.494; -0.325;  0.553
 1.094; -1.295; -1.209;  1.378;  0.796;  0.459;  0.272;  0.354;  0.192;  0.700;  0.888; -0.962; -0.935;  0.981;  0.714; -0.085; -0.351;  0.162;  0.558;  0.536; -0.250;  0.582
 1.076; -1.251; -1.135;  1.299;  0.926;  0.475;  0.315;  0.423;  0.268;  0.601;  0.880; -0.949; -0.906;  0.963;  0.799; -0.079; -0.350;  0.177;  0.540;  0.565; -0.201;  0.591
 0.993; -1.193; -1.035;  1.214;  1.044;  0.546;  0.369;  0.511;  0.349;  0.503;  0.838; -0.929; -0.860;  0.937;  0.864; -0.098; -0.340;  0.201;  0.551;  0.584; -0.162;  0.574
 0.848; -1.097; -0.926;  1.128;  1.130;  0.662;  0.456;  0.601;  0.428;  0.426;  0.750; -0.890; -0.799;  0.904;  0.905; -0.135; -0.317;  0.241;  0.599;  0.590; -0.134;  0.524
 0.689; -1.004; -0.778;  0.978;  1.220;  0.772;  0.537;  0.712;  0.559;  0.343;  0.636; -0.844; -0.702;  0.829;  0.939; -0.170; -0.286;  0.279;  0.634;  0.605; -0.124;  0.466
 0.521; -0.884; -0.651;  0.792;  1.300;  0.867;  0.634;  0.796;  0.703;  0.267;  0.498; -0.774; -0.606;  0.711;  0.964; -0.198; -0.247;  0.317;  0.660;  0.619; -0.134;  0.403
 0.303; -0.744; -0.580;  0.584;  1.384;  0.954;  0.736;  0.836;  0.834;  0.186;  0.298; -0.677; -0.548;  0.551;  0.983; -0.226; -0.194;  0.344;  0.675;  0.630; -0.186;  0.337
 0.091; -0.614; -0.499;  0.357;  1.497;  0.996;  0.817;  0.878;  0.937;  0.073;  0.091; -0.576; -0.479;  0.350;  0.997; -0.235; -0.142;  0.364;  0.669;  0.644; -0.241;  0.282
-0.091; -0.462; -0.418;  0.104;  1.610;  0.996;  0.895;  0.914;  0.995; -0.039; -0.091; -0.446; -0.406;  0.104;  0.999; -0.223; -0.100;  0.384;  0.661;  0.647; -0.295;  0.240
-0.301; -0.272; -0.406; -0.207;  1.619;  0.955;  0.963;  0.919;  0.979; -0.048; -0.296; -0.268; -0.395; -0.206;  0.999; -0.210; -0.060;  0.396;  0.662;  0.603; -0.390;  0.213
-0.551; -0.082; -0.401; -0.505;  1.591;  0.852;  0.997;  0.921;  0.875; -0.020; -0.523; -0.082; -0.390; -0.484;  1.000; -0.194; -0.022;  0.404;  0.685;  0.515; -0.491;  0.159
-0.781;  0.090; -0.376; -0.741;  1.556;  0.711;  0.996;  0.930;  0.738;  0.015; -0.704;  0.090; -0.367; -0.675;  1.000; -0.170; -0.000;  0.410;  0.705;  0.432; -0.556;  0.083
-0.968;  0.291; -0.377; -0.921;  1.535;  0.567;  0.958;  0.930;  0.605;  0.036; -0.824;  0.287; -0.368; -0.796;  0.999; -0.143; -0.003;  0.414;  0.714;  0.377; -0.590;  0.003
-1.154;  0.503; -0.417; -1.097;  1.489;  0.405;  0.876;  0.914;  0.457;  0.081; -0.914;  0.482; -0.405; -0.890;  0.997; -0.127; -0.009;  0.407;  0.718;  0.303; -0.622; -0.076
-1.343;  0.684; -0.512; -1.332;  1.406;  0.226;  0.775;  0.872;  0.236;  0.164; -0.974;  0.632; -0.490; -0.972;  0.986; -0.123;  0.008;  0.382;  0.720;  0.163; -0.664; -0.119
-1.541;  0.882; -0.647; -1.557;  1.333;  0.030;  0.636;  0.798;  0.014;  0.236; -1.000;  0.772; -0.603; -1.000;  0.972; -0.117;  0.025;  0.347;  0.710;  0.014; -0.686; -0.160
-1.637;  1.087; -0.820; -1.641;  1.239; -0.066;  0.465;  0.682; -0.070;  0.326; -0.998;  0.885; -0.731; -0.998;  0.945; -0.111;  0.033;  0.322;  0.698; -0.073; -0.681; -0.208
-1.623;  1.240; -0.994; -1.624;  1.082; -0.052;  0.324;  0.545; -0.053;  0.470; -0.999;  0.946; -0.838; -0.999;  0.883; -0.104;  0.043;  0.310;  0.693; -0.122; -0.663; -0.255
-1.601;  1.337; -1.114; -1.584;  0.870; -0.030;  0.232;  0.441; -0.013;  0.645; -1.000;  0.973; -0.897; -1.000;  0.764; -0.090;  0.060;  0.308;  0.681; -0.181; -0.632; -0.321
-1.581;  1.385; -1.192; -1.542;  0.597; -0.010;  0.185;  0.370;  0.029;  0.827; -1.000;  0.983; -0.929; -1.000;  0.562; -0.067;  0.081;  0.310;  0.656; -0.263; -0.583; -0.401
-1.557;  1.438; -1.242; -1.476;  0.311;  0.014;  0.132;  0.323;  0.095;  0.952; -1.000;  0.991; -0.946; -0.996;  0.306; -0.038;  0.089;  0.323;  0.629; -0.326; -0.507; -0.491
-1.524;  1.538; -1.276; -1.390;  0.071;  0.046;  0.032;  0.291;  0.180;  0.997; -0.999;  0.999; -0.957; -0.984;  0.071; -0.012;  0.073;  0.345;  0.624; -0.347; -0.407; -0.570
-1.523;  1.611; -1.271; -1.325; -0.127;  0.048; -0.040;  0.296;  0.244;  0.992; -0.999;  0.999; -0.955; -0.970; -0.126;  0.013;  0.048;  0.364;  0.617; -0.365; -0.302; -0.629
-1.562;  1.598; -1.227; -1.227; -0.342;  0.009; -0.027;  0.337;  0.337;  0.942; -1.000;  1.000; -0.942; -0.941; -0.335;  0.040;  0.023;  0.384;  0.587; -0.398; -0.182; -0.681
-1.584;  1.537; -1.180; -1.094; -0.605; -0.013;  0.034;  0.381;  0.459;  0.823; -1.000;  0.999; -0.925; -0.888; -0.569;  0.068; -0.006;  0.400;  0.549; -0.440; -0.044; -0.709
-1.582;  1.469; -1.143; -0.958; -0.868; -0.012;  0.101;  0.415;  0.575;  0.646; -1.000;  0.995; -0.910; -0.818; -0.763;  0.091; -0.032;  0.406;  0.513; -0.481;  0.086; -0.705
-1.545;  1.441; -1.143; -0.812; -1.154;  0.026;  0.130;  0.415;  0.688;  0.405; -1.000;  0.992; -0.910; -0.726; -0.915;  0.111; -0.058;  0.397;  0.483; -0.527;  0.216; -0.665
-1.491;  1.408; -1.212; -0.660; -1.494;  0.079;  0.162;  0.351;  0.790;  0.077; -0.997;  0.987; -0.936; -0.613; -0.997;  0.125; -0.065;  0.372;  0.419; -0.600;  0.325; -0.599
-1.483;  1.351; -1.326; -0.538; -1.669;  0.087;  0.218;  0.242;  0.859; -0.098; -0.996;  0.976; -0.970; -0.512; -0.995;  0.124; -0.049;  0.358;  0.349; -0.645;  0.361; -0.576
-1.479;  1.310; -1.422; -0.443; -1.654;  0.092;  0.258;  0.148;  0.903; -0.083; -0.996;  0.966; -0.989; -0.429; -0.997;  0.123; -0.027;  0.362;  0.345; -0.648;  0.340; -0.588
-1.431;  1.248; -1.523; -0.377; -1.609;  0.140;  0.317;  0.048;  0.930; -0.038; -0.990;  0.948; -0.999; -0.368; -0.999;  0.120;  0.009;  0.364;  0.345; -0.661;  0.280; -0.605
-1.381;  1.158; -1.629; -0.366; -1.530;  0.188;  0.401; -0.058;  0.934;  0.041; -0.982;  0.916; -0.998; -0.358; -0.999;  0.110;  0.061;  0.357;  0.327; -0.675;  0.175; -0.638
-1.344;  1.051; -1.626; -0.384; -1.424;  0.225;  0.497; -0.055;  0.927;  0.146; -0.974;  0.868; -0.998; -0.375; -0.989;  0.099;  0.098;  0.358;  0.337; -0.671;  0.087; -0.654
-1.273;  0.900; -1.572; -0.417; -1.315;  0.293;  0.621; -0.001;  0.914;  0.253; -0.956;  0.784; -1.000; -0.405; -0.967;  0.078;  0.140;  0.357;  0.356; -0.664; -0.019; -0.657
-1.157;  0.765; -1.521; -0.429; -1.184;  0.402;  0.721;  0.050;  0.909;  0.377; -0.916;  0.693; -0.999; -0.416; -0.926;  0.042;  0.180;  0.355;  0.406; -0.641; -0.135; -0.637
-1.059;  0.646; -1.538; -0.428; -1.074;  0.490;  0.798;  0.033;  0.910;  0.476; -0.872;  0.602; -0.999; -0.415; -0.879;  0.001;  0.214;  0.335;  0.428; -0.615; -0.250; -0.614
-0.960;  0.505; -1.585; -0.454; -0.997;  0.574;  0.875; -0.014;  0.899;  0.543; -0.819;  0.483; -1.000; -0.439; -0.840; -0.046;  0.241;  0.292;  0.411; -0.587; -0.379; -0.586
-0.847;  0.375; -1.589; -0.472; -0.948;  0.662;  0.930; -0.018;  0.891;  0.583; -0.749;  0.367; -1.000; -0.454; -0.813; -0.090;  0.249;  0.255;  0.400; -0.550; -0.480; -0.554
-0.739;  0.278; -1.554; -0.436; -0.956;  0.739;  0.962;  0.017;  0.907;  0.576; -0.673;  0.275; -1.000; -0.422; -0.817; -0.124;  0.246;  0.247;  0.417; -0.523; -0.516; -0.534
-0.612;  0.226; -1.528; -0.385; -1.023;  0.818;  0.974;  0.043;  0.927;  0.521; -0.575;  0.224; -0.999; -0.376; -0.853; -0.152;  0.232;  0.251;  0.443; -0.507; -0.523; -0.523
-0.456;  0.161; -1.551; -0.322; -1.162;  0.898;  0.987;  0.019;  0.949;  0.397; -0.440;  0.160; -1.000; -0.317; -0.918; -0.178;  0.210;  0.240;  0.440; -0.493; -0.534; -0.528
-0.282;  0.026; -1.582; -0.208; -1.315;  0.960;  1.000; -0.011;  0.978;  0.253; -0.278;  0.026; -1.000; -0.206; -0.967; -0.208;  0.181;  0.220;  0.433; -0.471; -0.549; -0.537
-0.158; -0.140; -1.560; -0.105; -1.436;  0.988;  0.990;  0.011;  0.995;  0.135; -0.157; -0.139; -1.000; -0.105; -0.991; -0.230;  0.157;  0.199;  0.425; -0.453; -0.557; -0.551
-0.087; -0.287; -1.480; -0.069; -1.541;  0.996;  0.959;  0.091;  0.998;  0.030; -0.087; -0.283; -0.996; -0.069; -1.000; -0.242;  0.141;  0.188;  0.412; -0.448; -0.551; -0.572
-0.048; -0.384; -1.364; -0.085; -1.612;  0.999;  0.927;  0.205;  0.996; -0.042; -0.048; -0.375; -0.979; -0.085; -0.999; -0.249;  0.132;  0.189;  0.407; -0.453; -0.537; -0.584
-0.007; -0.434; -1.259; -0.104; -1.609;  1.000;  0.907;  0.307;  0.995; -0.038; -0.007; -0.421; -0.952; -0.104; -0.999; -0.262;  0.122;  0.197;  0.430; -0.451; -0.541; -0.566
 0.067; -0.467; -1.161; -0.114; -1.594;  0.998;  0.893;  0.398;  0.993; -0.023;  0.067; -0.450; -0.917; -0.114; -1.000; -0.277;  0.102;  0.208;  0.468; -0.442; -0.550; -0.532
 0.170; -0.483; -1.051; -0.168; -1.558;  0.986;  0.885;  0.497;  0.986;  0.013;  0.169; -0.465; -0.868; -0.167; -1.000; -0.293;  0.071;  0.221;  0.513; -0.416; -0.573; -0.486
 0.300; -0.465; -0.934; -0.263; -1.483;  0.955;  0.894;  0.595;  0.966;  0.088;  0.295; -0.449; -0.804; -0.260; -0.996; -0.305;  0.031;  0.241;  0.566; -0.369; -0.607; -0.419
 0.432; -0.398; -0.841; -0.360; -1.391;  0.908;  0.922;  0.667;  0.936;  0.179;  0.418; -0.388; -0.745; -0.353; -0.984; -0.307; -0.011;  0.268;  0.621; -0.318; -0.633; -0.334
 0.582; -0.320; -0.775; -0.417; -1.270;  0.835;  0.949;  0.714;  0.914;  0.297;  0.550; -0.315; -0.700; -0.405; -0.955; -0.299; -0.060;  0.299;  0.678; -0.255; -0.653; -0.222
 0.799; -0.271; -0.728; -0.427; -1.151;  0.697;  0.963;  0.746;  0.910;  0.408;  0.717; -0.268; -0.665; -0.415; -0.913; -0.277; -0.127;  0.324;  0.723; -0.165; -0.666; -0.081
 1.057; -0.264; -0.697; -0.399; -1.074;  0.491;  0.965;  0.766;  0.921;  0.477;  0.871; -0.261; -0.642; -0.389; -0.879; -0.233; -0.198;  0.340;  0.739; -0.071; -0.667;  0.059
 1.337; -0.309; -0.638; -0.376; -1.037;  0.231;  0.953;  0.803;  0.930;  0.509;  0.973; -0.304; -0.595; -0.367; -0.861; -0.168; -0.262;  0.347;  0.727;  0.024; -0.661;  0.186
 1.623; -0.406; -0.530; -0.390; -1.065; -0.052;  0.919;  0.863;  0.925;  0.484;  0.999; -0.395; -0.506; -0.381; -0.875; -0.089; -0.305;  0.343;  0.694;  0.109; -0.655;  0.277
 1.691; -0.565; -0.390; -0.437; -1.117; -0.120;  0.845;  0.925;  0.906;  0.438;  0.993; -0.535; -0.380; -0.423; -0.899; -0.068; -0.325;  0.321;  0.685;  0.139; -0.665;  0.264
 1.650; -0.763; -0.265; -0.485; -1.151; -0.079;  0.723;  0.965;  0.885;  0.407;  0.997; -0.691; -0.262; -0.466; -0.913; -0.083; -0.341;  0.281;  0.688;  0.154; -0.681;  0.195
 1.610; -0.994; -0.163; -0.524; -1.154; -0.039;  0.545;  0.987;  0.866;  0.404;  0.999; -0.838; -0.162; -0.501; -0.915; -0.096; -0.359;  0.221;  0.681;  0.198; -0.695;  0.121
 1.590; -1.257; -0.023; -0.550; -1.143; -0.019;  0.309;  1.000;  0.852;  0.415;  1.000; -0.951; -0.023; -0.523; -0.910; -0.102; -0.371;  0.158;  0.665;  0.245; -0.702;  0.066
 1.580; -1.482;  0.137; -0.566; -1.164; -0.010;  0.089;  0.991;  0.844;  0.396;  1.000; -0.996;  0.136; -0.536; -0.918; -0.107; -0.371;  0.115;  0.658;  0.261; -0.705;  0.027
 1.577; -1.624;  0.260; -0.606; -1.236; -0.006; -0.054;  0.966;  0.822;  0.329;  1.000; -0.999;  0.257; -0.569; -0.944; -0.111; -0.361;  0.098;  0.662;  0.250; -0.706; -0.014
 1.575; -1.630;  0.341; -0.649; -1.327; -0.004; -0.059;  0.943;  0.796;  0.242;  1.000; -0.998;  0.334; -0.605; -0.970; -0.115; -0.350;  0.106;  0.674;  0.215; -0.705; -0.043
 1.557; -1.605;  0.367; -0.695; -1.439;  0.014; -0.035;  0.933;  0.768;  0.132;  1.000; -0.999;  0.359; -0.640; -0.991; -0.124; -0.335;  0.121;  0.685;  0.168; -0.704; -0.086
 1.542; -1.570;  0.370; -0.703; -1.612;  0.029;  0.001;  0.932;  0.763; -0.041;  1.000; -1.000;  0.362; -0.647; -0.999; -0.129; -0.313;  0.139;  0.698;  0.092; -0.696; -0.142
 1.577; -1.563;  0.381; -0.696; -1.662; -0.006;  0.008;  0.928;  0.767; -0.091;  1.000; -1.000;  0.372; -0.641; -0.996; -0.118; -0.311;  0.146;  0.704;  0.077; -0.693; -0.139
 1.593; -1.582;  0.385; -0.735; -1.633; -0.022; -0.012;  0.927;  0.742; -0.063;  1.000; -1.000;  0.375; -0.671; -0.998; -0.112; -0.316;  0.135;  0.701;  0.114; -0.690; -0.142
 1.584; -1.582;  0.367; -0.817; -1.606; -0.013; -0.011;  0.934;  0.685; -0.035;  1.000; -1.000;  0.358; -0.729; -0.999; -0.116; -0.314;  0.123;  0.692;  0.154; -0.684; -0.169
 1.575; -1.578;  0.337; -0.883; -1.589; -0.004; -0.007;  0.944;  0.635; -0.019;  1.000; -1.000;  0.330; -0.772; -1.000; -0.119; -0.310;  0.110;  0.682;  0.188; -0.678; -0.198
 1.554; -1.563;  0.293; -0.952; -1.581;  0.016;  0.008;  0.957;  0.580; -0.010;  1.000; -1.000;  0.289; -0.815; -1.000; -0.125; -0.304;  0.100;  0.669;  0.217; -0.671; -0.235
 1.507; -1.498;  0.254; -1.027; -1.577;  0.064;  0.073;  0.968;  0.518; -0.006;  0.998; -0.997;  0.251; -0.856; -1.000; -0.139; -0.293;  0.105;  0.657;  0.219; -0.671; -0.265
 1.473; -1.425;  0.239; -1.062; -1.545;  0.098;  0.146;  0.971;  0.487;  0.026;  0.995; -0.989;  0.237; -0.873; -1.000; -0.149; -0.290;  0.119;  0.652;  0.210; -0.681; -0.258
 1.443; -1.341;  0.222; -1.101; -1.465;  0.128;  0.228;  0.976;  0.453;  0.105;  0.992; -0.974;  0.220; -0.891; -0.994; -0.158; -0.290;  0.131;  0.644;  0.216; -0.696; -0.232
 1.410; -1.194;  0.184; -1.124; -1.404;  0.160;  0.368;  0.983;  0.432;  0.166;  0.987; -0.930;  0.183; -0.902; -0.986; -0.166; -0.287;  0.162;  0.647;  0.196; -0.711; -0.192
 1.407; -0.991;  0.163; -1.128; -1.350;  0.163;  0.548;  0.987;  0.428;  0.219;  0.987; -0.836;  0.162; -0.904; -0.976; -0.165; -0.281;  0.217;  0.668;  0.153; -0.720; -0.113
 1.378; -0.739;  0.203; -1.115; -1.268;  0.192;  0.739;  0.980;  0.440;  0.299;  0.981; -0.674;  0.201; -0.898; -0.954; -0.166; -0.253;  0.299;  0.698;  0.066; -0.712;  0.011
 1.334; -0.512;  0.254; -1.066; -1.188;  0.234;  0.872;  0.968;  0.484;  0.373;  0.972; -0.490;  0.251; -0.875; -0.928; -0.164; -0.204;  0.376;  0.726; -0.032; -0.673;  0.134
 1.335; -0.355;  0.269; -0.988; -1.131;  0.233;  0.937;  0.964;  0.551;  0.425;  0.972; -0.348;  0.266; -0.835; -0.905; -0.151; -0.163;  0.427;  0.739; -0.094; -0.624;  0.234
 1.391; -0.220;  0.275; -0.879; -1.127;  0.178;  0.976;  0.962;  0.638;  0.429;  0.984; -0.218;  0.271; -0.770; -0.903; -0.132; -0.118;  0.465;  0.732; -0.159; -0.574;  0.332
 1.447; -0.103;  0.294; -0.748; -1.182;  0.124;  0.995;  0.957;  0.733;  0.379;  0.992; -0.103;  0.290; -0.680; -0.926; -0.119; -0.061;  0.489;  0.700; -0.251; -0.526;  0.414
 1.461; -0.012;  0.312; -0.645; -1.281;  0.110;  1.000;  0.952;  0.799;  0.285;  0.994; -0.012;  0.307; -0.601; -0.958; -0.116; -0.006;  0.491;  0.657; -0.347; -0.495;  0.451
 1.495;  0.048;  0.305; -0.562; -1.396;  0.076;  0.999;  0.954;  0.846;  0.174;  0.997;  0.048;  0.301; -0.533; -0.985; -0.117;  0.024;  0.481;  0.604; -0.415; -0.493;  0.469
 1.555;  0.078;  0.256; -0.477; -1.491;  0.016;  0.997;  0.967;  0.888;  0.080;  1.000;  0.078;  0.253; -0.459; -0.997; -0.119;  0.029;  0.472;  0.556; -0.445; -0.512;  0.480
 1.594;  0.111;  0.205; -0.393; -1.599; -0.023;  0.994;  0.979;  0.924; -0.028;  1.000;  0.110;  0.204; -0.383; -1.000; -0.121;  0.035;  0.460;  0.506; -0.481; -0.532;  0.479
 1.563;  0.149;  0.199; -0.303; -1.632;  0.008;  0.989;  0.980;  0.955; -0.061;  1.000;  0.148;  0.197; -0.298; -0.998; -0.119;  0.059;  0.454;  0.474; -0.528; -0.503;  0.493
 1.454;  0.208;  0.182; -0.214; -1.606;  0.117;  0.978;  0.983;  0.977; -0.036;  0.993;  0.206;  0.181; -0.212; -0.999; -0.109;  0.097;  0.453;  0.475; -0.576; -0.431;  0.507
 1.344;  0.300;  0.096; -0.125; -1.527;  0.225;  0.955;  0.995;  0.992;  0.044;  0.974;  0.295;  0.096; -0.124; -0.999; -0.093;  0.131;  0.457;  0.502; -0.597; -0.350;  0.519
